drift_type,drift_point,policy_type,error_threshold,window_size,budget,retrain_latency,deploy_latency,overall_accuracy,pre_drift_accuracy,post_drift_accuracy,accuracy_drop,total_retrains,budget_utilization,retrains_before_drift,retrains_after_drift,random_seed
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7679,0.7728,0.763,-0.009800000000000031,4,0.4,2,2,1415
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7827,0.78,0.7854,0.00539999999999996,4,0.4,2,2,1617
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7615,0.787,0.736,-0.051000000000000045,4,0.4,2,2,1819
recurring,5000,error_threshold,0.27,200,10,2000,50,0.7662,0.7986,0.7338,-0.06479999999999997,4,0.4,2,2,2021
recurring,5000,error_threshold,0.27,200,20,2,1,0.7563,0.7688,0.7438,-0.025000000000000022,20,1.0,20,0,42
recurring,5000,error_threshold,0.27,200,20,2,1,0.7222,0.7086,0.7358,0.027200000000000002,20,1.0,20,0,123
recurring,5000,error_threshold,0.27,200,20,2,1,0.8022,0.8202,0.7842,-0.03600000000000003,20,1.0,0,20,456
recurring,5000,error_threshold,0.27,200,20,2,1,0.7925,0.7866,0.7984,0.011800000000000033,20,1.0,20,0,789
recurring,5000,error_threshold,0.27,200,20,2,1,0.8189,0.8108,0.827,0.016199999999999992,0,0.0,0,0,1011
recurring,5000,error_threshold,0.27,200,20,2,1,0.7442,0.7208,0.7676,0.04679999999999995,20,1.0,20,0,1213
recurring,5000,error_threshold,0.27,200,20,2,1,0.7696,0.7722,0.767,-0.005199999999999982,20,1.0,20,0,1415
recurring,5000,error_threshold,0.27,200,20,2,1,0.7844,0.7782,0.7906,0.012399999999999967,20,1.0,20,0,1617
recurring,5000,error_threshold,0.27,200,20,2,1,0.7638,0.7858,0.7418,-0.04400000000000004,20,1.0,20,0,1819
recurring,5000,error_threshold,0.27,200,20,2,1,0.7621,0.793,0.7312,-0.06180000000000008,20,1.0,20,0,2021
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7533,0.7716,0.735,-0.036599999999999966,5,0.25,2,3,42
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7214,0.7096,0.7332,0.023599999999999954,5,0.25,3,2,123
recurring,5000,error_threshold,0.27,200,20,2000,50,0.8045,0.8202,0.7888,-0.031400000000000095,2,0.1,0,2,456
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7929,0.7906,0.7952,0.0046000000000000485,3,0.15,1,2,789
recurring,5000,error_threshold,0.27,200,20,2000,50,0.8189,0.8108,0.827,0.016199999999999992,0,0.0,0,0,1011
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7424,0.7206,0.7642,0.04359999999999997,5,0.25,3,2,1213
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7681,0.776,0.7602,-0.015800000000000036,4,0.2,2,2,1415
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7809,0.7776,0.7842,0.00660000000000005,4,0.2,2,2,1617
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7599,0.7884,0.7314,-0.05699999999999994,4,0.2,2,2,1819
recurring,5000,error_threshold,0.27,200,20,2000,50,0.7678,0.7988,0.7368,-0.061999999999999944,4,0.2,1,3,2021
